shrimp,almonds,avocado,vegetables mix,green grapes,whole weat flour,yams,cottage cheese,energy drink,tomato juice,low fat yogurt,green tea,honey,salad,mineral water,salmon,antioxydant juice,frozen smoothie,spinach,olive oil
102,109,40,50,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,95,69,67,6,19,39,56,62,55,45,36,28,19,12,5,2,0,2,
71,31,79,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
97,79,51,31,54,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
16,71,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,49,13,34,33,23,39,68,62,55,45,36,28,19,12,5,2,0,2,
24,20,51,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
52,23,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,106,52,95,65,57,29,22,22,45,45,36,28,19,12,5,2,0,2,
14,106,34,15,40,44,28,52,50,73,45,36,28,19,12,5,2,0,2,
71,97,34,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
85,23,36,61,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,70,22,67,7,21,47,64,62,55,45,36,28,19,12,5,2,0,2,
58,3,89,86,31,60,47,68,62,55,45,36,28,19,12,5,2,0,2,
14,44,97,35,5,34,39,37,66,35,37,36,28,19,12,5,2,0,2,
95,47,52,96,66,65,72,20,37,14,30,29,28,19,12,5,2,0,2,
105,70,28,23,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,70,114,60,59,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,46,62,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,21,58,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
45,80,14,31,11,105,97,48,62,55,45,36,28,19,12,5,2,0,2,
48,98,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,49,89,40,28,86,94,56,62,55,45,36,28,19,12,5,2,0,2,
81,23,7,28,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,17,22,37,77,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,13,43,45,34,15,74,42,62,55,45,36,28,19,12,5,2,0,2,
97,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
39,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
58,53,76,74,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,47,97,68,65,35,21,24,58,55,45,36,28,19,12,5,2,0,2,
15,63,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
60,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,1,62,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
80,35,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,35,14,37,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
58,95,22,44,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,106,77,19,23,40,36,21,62,55,45,36,28,19,12,5,2,0,2,
91,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,47,52,34,6,33,20,37,44,55,45,36,28,19,12,5,2,0,2,
107,53,78,34,8,12,47,68,62,55,45,36,28,19,12,5,2,0,2,
107,13,48,82,93,34,49,56,44,55,45,36,28,19,12,5,2,0,2,
48,106,68,88,15,37,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,98,78,0,86,100,43,32,87,55,45,36,28,19,12,5,2,0,2,
98,79,44,79,34,19,27,97,42,32,31,36,28,19,12,5,2,0,2,
71,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,87,97,67,21,52,23,40,62,55,45,36,28,19,12,5,2,0,2,
14,47,69,67,76,54,23,68,62,55,45,36,28,19,12,5,2,0,2,
50,53,82,96,66,23,81,73,32,28,19,19,28,19,12,5,2,0,2,
24,20,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
68,73,30,99,82,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,62,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,95,111,51,65,40,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,47,3,14,48,15,6,91,62,55,45,36,28,19,12,5,2,0,2,
14,70,22,79,54,29,56,50,88,37,45,36,28,19,12,5,2,0,2,
24,106,89,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
37,21,34,60,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
47,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,79,41,21,26,5,52,24,37,34,45,36,28,19,12,5,2,0,2,
107,55,48,55,83,87,48,86,57,60,65,5,28,19,12,5,2,0,2,
42,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
79,1,40,28,53,49,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,95,52,96,66,34,99,20,22,55,45,36,28,19,12,5,2,0,2,
54,98,69,29,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
82,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,53,82,96,23,76,79,29,62,55,45,36,28,19,12,5,2,0,2,
53,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,38,81,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
1,10,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
40,65,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
22,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
1,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
1,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
111,79,77,27,79,101,47,68,62,55,45,36,28,19,12,5,2,0,2,
48,35,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
58,59,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,98,69,0,48,103,15,49,31,13,28,19,23,10,12,5,2,0,2,
101,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
97,69,78,71,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,113,97,15,8,74,21,68,62,55,45,36,28,19,12,5,2,0,2,
39,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
104,70,0,34,15,23,11,68,62,55,45,36,28,19,12,5,2,0,2,
70,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,53,20,109,44,37,53,48,62,55,45,36,28,19,12,5,2,0,2,
48,3,68,102,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
21,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,58,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,95,82,96,66,72,8,54,20,11,45,36,28,19,12,5,2,0,2,
107,95,22,78,41,54,69,68,62,55,45,36,28,19,12,5,2,0,2,
26,35,9,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
111,53,97,65,65,5,86,48,62,55,45,36,28,19,12,5,2,0,2,
48,53,97,78,97,34,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,38,81,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
53,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
83,70,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
80,58,6,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
104,70,68,41,77,57,29,22,36,24,13,9,28,19,12,5,2,0,2,
42,37,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,23,37,102,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,95,33,11,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,101,114,46,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,58,45,31,9,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
37,109,36,60,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,13,48,51,66,65,96,37,62,55,45,36,28,19,12,5,2,0,2,
70,23,40,37,77,82,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,34,40,50,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
70,23,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,3,14,23,40,31,74,42,52,55,45,36,28,19,12,5,2,0,2,
50,35,81,57,94,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
111,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
111,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,70,45,79,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,57,52,68,92,75,55,71,20,41,45,36,28,19,12,5,2,0,2,
54,98,5,40,77,105,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,47,51,40,44,28,56,68,62,55,45,36,28,19,12,5,2,0,2,
107,95,111,68,65,76,12,12,9,55,45,36,28,19,12,5,2,0,2,
21,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
105,23,40,44,28,59,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,15,10,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,62,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,53,68,111,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
105,14,53,19,23,76,56,48,62,55,45,36,28,19,12,5,2,0,2,
71,15,62,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,53,82,28,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,69,78,76,44,76,97,56,62,55,45,36,28,19,12,5,2,0,2,
24,28,19,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,79,34,50,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,3,112,36,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
85,109,79,50,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,35,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,57,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
49,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,98,69,65,43,29,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,53,37,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,41,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,62,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
108,37,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,113,69,56,29,44,94,42,44,55,45,36,28,19,12,5,2,0,2,
45,47,69,3,63,65,40,43,47,13,30,19,28,19,12,5,2,0,2,
48,98,22,78,51,13,43,73,44,55,45,36,28,19,12,5,2,0,2,
71,79,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,97,14,44,59,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
21,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
85,46,19,79,67,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
111,70,22,79,9,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,38,27,20,82,53,57,68,62,55,45,36,28,19,12,5,2,0,2,
111,79,9,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
83,70,22,67,73,44,69,68,62,55,45,36,28,19,12,5,2,0,2,
70,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
111,46,10,36,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
53,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,69,22,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,106,97,3,107,40,69,68,62,55,45,36,28,19,12,5,2,0,2,
105,53,69,67,54,40,74,91,62,55,45,36,28,19,12,5,2,0,2,
105,35,22,40,59,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,70,112,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
87,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,53,97,68,76,76,15,38,62,55,45,36,28,19,12,5,2,0,2,
16,23,62,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
64,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
45,49,69,15,8,57,98,40,35,55,45,36,28,19,12,5,2,0,2,
71,39,10,2,59,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
58,70,22,67,86,76,33,48,35,55,45,36,28,19,12,5,2,0,2,
105,98,96,67,76,21,45,44,62,55,45,36,28,19,12,5,2,0,2,
58,83,69,42,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
69,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,67,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,98,34,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,90,77,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,70,13,61,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
64,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
58,98,13,29,44,59,52,68,62,55,45,36,28,19,12,5,2,0,2,
14,44,69,34,44,70,74,97,50,48,31,36,28,19,12,5,2,0,2,
112,41,45,37,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,70,22,25,86,34,99,16,62,55,45,36,28,19,12,5,2,0,2,
54,98,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
87,98,69,69,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,105,97,68,65,34,55,30,18,34,42,36,28,19,12,5,2,0,2,
101,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,70,112,28,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,70,96,67,76,7,74,42,62,55,45,36,28,19,12,5,2,0,2,
107,41,62,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,70,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,47,105,96,76,35,52,37,17,55,45,36,28,19,12,5,2,0,2,
71,97,38,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
87,7,57,15,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
7,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,23,48,55,50,90,63,6,29,60,62,36,28,19,12,5,2,0,2,
50,53,68,14,13,74,39,56,62,55,45,36,28,19,12,5,2,0,2,
50,57,86,96,66,34,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,106,52,96,66,23,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,13,48,82,100,66,0,26,66,25,26,28,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,41,81,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
39,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,53,97,68,77,15,69,68,62,55,45,36,28,19,12,5,2,0,2,
105,53,97,68,34,103,28,56,58,55,45,36,28,19,12,5,2,0,2,
112,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,97,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
58,98,7,15,31,105,69,68,62,55,45,36,28,19,12,5,2,0,2,
32,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
83,70,79,34,29,23,57,68,62,55,45,36,28,19,12,5,2,0,2,
50,80,8,20,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,57,80,96,37,70,41,56,62,55,45,36,28,19,12,5,2,0,2,
45,14,20,50,23,42,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,81,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,58,51,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,87,111,82,93,66,87,4,32,5,38,36,28,19,12,5,2,0,2,
71,23,7,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,83,97,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,114,40,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
105,53,82,96,86,15,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,23,52,68,77,106,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,13,56,45,106,50,88,63,56,26,3,43,29,4,12,5,2,0,2,
95,47,105,51,93,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
16,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,70,89,52,13,27,53,32,58,55,45,36,28,19,12,5,2,0,2,
45,70,57,61,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
20,63,51,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,70,68,78,34,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,70,0,34,107,37,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,64,65,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,23,39,106,29,4,57,68,62,55,45,36,28,19,12,5,2,0,2,
98,11,110,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
45,47,57,15,11,36,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,35,51,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,23,52,96,65,75,33,16,62,55,45,36,28,19,12,5,2,0,2,
14,95,68,79,34,52,39,68,62,55,45,36,28,19,12,5,2,0,2,
14,44,46,68,65,26,33,84,30,32,38,36,28,19,12,5,2,0,2,
103,66,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
58,95,46,68,63,83,33,96,16,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
15,35,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,29,109,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,113,104,86,49,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
51,20,62,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,53,97,67,76,34,29,65,37,45,45,36,28,19,12,5,2,0,2,
14,23,69,43,86,34,79,30,20,11,61,36,28,19,12,5,2,0,2,
107,35,109,50,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,14,14,29,33,19,11,68,62,55,45,36,28,19,12,5,2,0,2,
21,74,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,57,52,96,86,29,20,68,62,55,45,36,28,19,12,5,2,0,2,
59,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,70,57,61,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,38,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,39,110,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,15,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,70,96,67,34,36,69,68,62,55,45,36,28,19,12,5,2,0,2,
22,46,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,44,48,96,66,3,73,49,41,41,22,36,28,19,12,5,2,0,2,
107,49,94,104,103,11,74,91,44,55,45,36,28,19,12,5,2,0,2,
39,52,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
61,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,70,79,15,29,49,85,91,52,55,45,36,28,19,12,5,2,0,2,
58,95,52,113,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,35,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,41,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,106,52,96,92,63,29,56,62,55,45,36,28,19,12,5,2,0,2,
50,47,52,78,86,8,69,68,62,55,45,36,28,19,12,5,2,0,2,
105,98,68,78,77,103,47,97,58,55,45,36,28,19,12,5,2,0,2,
114,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,47,105,96,65,14,21,44,81,51,45,36,28,19,12,5,2,0,2,
14,57,46,96,23,65,14,39,0,7,15,48,23,19,12,5,2,0,2,
54,98,69,0,34,19,47,68,62,55,45,36,28,19,12,5,2,0,2,
54,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,14,112,83,42,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
105,53,72,34,28,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
97,69,79,56,68,31,69,68,62,55,45,36,28,19,12,5,2,0,2,
58,53,97,68,92,32,74,40,41,55,45,36,28,19,12,5,2,0,2,
107,53,22,28,99,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,98,13,41,34,102,53,87,11,5,25,36,28,19,12,5,2,0,2,
107,106,52,96,66,63,39,68,62,55,45,36,28,19,12,5,2,0,2,
87,53,97,68,7,62,57,68,62,55,45,36,28,19,12,5,2,0,2,
13,38,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,81,52,96,34,95,36,68,62,55,45,36,28,19,12,5,2,0,2,
105,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,97,53,6,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
47,68,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,55,22,71,77,15,79,22,44,45,45,36,28,19,12,5,2,0,2,
71,80,77,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
87,15,19,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
32,62,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,80,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
87,106,52,96,66,75,21,96,21,18,45,36,28,19,12,5,2,0,2,
107,79,51,56,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
43,15,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
64,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
7,35,112,61,49,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
105,52,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,106,80,68,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
87,81,52,96,53,18,65,68,62,55,45,36,28,19,12,5,2,0,2,
85,19,51,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
72,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,53,34,61,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,23,68,34,102,59,69,68,62,55,45,36,28,19,12,5,2,0,2,
39,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,97,78,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,98,20,109,31,42,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,47,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
87,40,14,44,55,99,69,68,62,55,45,36,28,19,12,5,2,0,2,
33,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
70,14,50,23,37,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,53,97,68,75,6,101,56,62,55,45,36,28,19,12,5,2,0,2,
39,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
21,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
18,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,57,52,96,66,75,79,40,62,55,45,36,28,19,12,5,2,0,2,
104,70,14,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,80,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
59,114,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,49,97,14,54,15,79,40,34,55,45,36,28,19,12,5,2,0,2,
54,115,34,21,79,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
70,50,70,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
59,23,40,37,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,21,63,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
12,62,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,90,107,19,37,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,69,78,61,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,35,45,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,42,20,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
83,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
34,106,52,88,55,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
56,53,97,44,20,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,41,73,11,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,47,52,96,66,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,86,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
39,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
